ClientID,Product-Type-A,Product-Type-B,Product-Type-C,Longitude,Latitude
556,12,2,1,-74.12668475512717,4.615863477266644
557,12,3,3,-74.05970217636452,4.665689553747473
558,12,9,10,-74.11319242421378,4.609192622871939
559,12,5,2,-74.13772306110833,4.600491999986498
560,12,4,9,-74.0734438324834,4.585187957991963
561,10,3,2,-74.12511574962822,4.606264494326946
562,11,6,3,-74.12803337667916,4.613671172946221
563,12,1,7,-74.11550774399952,4.577496932169354
564,12,6,3,-74.09051997289497,4.735403173407185
565,12,9,7,-74.11625812976006,4.553772150712111
566,12,6,10,-74.12773192443477,4.625712050193644
567,12,2,1,-74.07723995180135,4.694312478530035
568,12,6,7,-74.10775285943626,4.69038541331778
569,12,3,8,-74.09207450513767,4.744932807579852
570,11,8,2,-74.1063359568395,4.586913521545841
571,12,1,7,-74.14574940088366,4.603697844441412
572,12,4,1,-74.1195702983114,4.633829281678418
573,12,2,1,-74.10941367849412,4.630475166836379
574,12,6,4,-74.12791772871131,4.6447197535698095
575,12,4,10,-74.12036650357058,4.638530679313057
576,12,1,10,-74.12806846691856,4.704056327790764
577,12,4,5,-74.03445039058504,4.720809163533057
578,12,2,3,-74.11435110172123,4.574018128165711
579,8,4,2,-74.11054647971042,4.721124955219634
580,12,9,3,-74.08853586800123,4.690660057789565
581,6,3,1,-74.152900830201,4.642449918936776
582,12,5,7,-74.11841623645218,4.52183221283522
583,12,3,1,-74.06288864731349,4.701686508604193
584,12,4,4,-74.08229914472433,4.66122360175891
585,12,6,8,-74.06847618232148,4.561708316592213
586,12,6,1,-74.02580146217527,4.731868615772615
587,12,8,10,-74.05342098757889,4.780162613334846
588,10,2,9,-74.0830784939417,4.755897463981435
589,12,2,7,-74.05008428161348,4.652811729558991
590,12,6,10,-74.14586164637471,4.654268553418647
591,12,10,6,-74.04899384061342,4.816623582923457
592,12,8,1,-74.12624256343955,4.619899191491879
593,12,1,8,-74.04857080852922,4.797868388877697
594,12,6,1,-74.10516162551367,4.698990540595303
595,12,6,9,-74.08784766136733,4.502082270850859
596,9,3,1,-74.13989202264742,4.626091660817009
597,12,6,9,-74.04315317992035,4.733159496260765
598,12,7,10,-74.1373197561102,4.583087421408613
599,12,4,9,-74.09662938404834,4.62547684141407
600,12,10,10,-74.0691292575731,4.755541357459396
601,12,6,2,-74.05035592606718,4.787863416355052
602,12,4,10,-74.10375294304882,4.622489706713039
603,12,7,8,-74.08841310229836,4.749357623620156
604,12,9,10,-74.19597308679262,4.639360502432861
605,12,8,1,-74.1222797226078,4.642460065867367
606,12,3,10,-74.1073929043846,4.734747233763767
607,12,2,4,-74.06259073116583,4.669451722133983
608,12,5,1,-74.13402582540641,4.5611260930031765
609,9,4,9,-74.09300281276492,4.588669350120169
610,12,9,9,-74.12099798998705,4.645029053663982
611,12,9,10,-74.09759773188962,4.555135384227901
612,12,6,2,-74.16613661206978,4.637387808202705
613,12,9,10,-74.11308846022395,4.643253576954879
614,12,4,10,-74.06567201392757,4.727370530341702
615,9,6,2,-74.12221257032152,4.637875172405325
616,12,6,10,-74.11401116497312,4.486298056976927
617,12,10,9,-74.10128229664161,4.596958357367787
618,12,6,8,-74.05002769758612,4.763533993837466
619,12,5,4,-74.05825527726377,4.767432867487414
620,12,4,9,-74.10645675598592,4.759887332489648
621,12,6,10,-74.09624471776212,4.767205232296592
622,12,7,1,-74.12039925192222,4.704166784081667
623,12,6,6,-74.17696636367708,4.64773453687935
624,6,9,8,-74.06834496422331,4.727081198093847
625,12,1,1,-74.08742383446064,4.748258325196538
626,12,6,7,-74.06925879927998,4.736016973813367
627,12,5,1,-74.08557317171771,4.672546904614132
628,12,6,6,-74.16421769696824,4.685122548388117
629,11,2,10,-74.17249444986693,4.640582894553113
630,7,4,6,-74.11715355077148,4.574536782189866
631,12,4,10,-74.11373051834565,4.706619814607289
632,12,2,7,-74.14581879478611,4.594861860075172
633,12,7,9,-74.14410451365606,4.626887070709559
634,12,8,7,-74.15131111635455,4.595037631337113
635,12,6,10,-74.09279016152692,4.727124643078171
636,12,5,10,-74.04896937049301,4.708611238246745
637,10,6,7,-74.09902510670553,4.6384044196117085
638,12,10,4,-74.04663251114977,4.654804838599774
639,12,4,1,-74.06115685224052,4.757142300024458
640,12,4,9,-74.05446073950958,4.637209097486118
641,11,5,7,-74.08681202809906,4.546952114403831
642,12,7,7,-74.1189916899256,4.618098673738864
643,12,6,7,-74.09397373613942,4.553311926131284
644,12,3,1,-74.13325444345926,4.621215193329314
645,12,1,9,-74.15143199196318,4.598374439248397
646,12,6,9,-74.09019615948279,4.50274662387128
647,10,1,6,-74.12974595193495,4.613881397993398
648,9,2,1,-74.16385803556629,4.645847847281824
649,12,5,10,-74.10737986520084,4.70502075583759
650,12,6,5,-74.09986956980919,4.630922311785042
651,12,5,10,-74.13914401816004,4.583256061288321
652,11,5,8,-74.12057049082165,4.6658982188089935
653,12,1,10,-74.04399436393749,4.721937111873165
654,12,4,9,-74.12735198293674,4.72244078572562
655,12,3,8,-74.05257191941274,4.719162592657553
656,12,6,10,-74.04684206619467,4.707160876662403
657,12,7,3,-74.08776122703173,4.686952587090135
658,12,1,8,-74.12778810199657,4.719327143217457
659,12,3,6,-74.05777062178555,4.664375212284022
660,12,6,6,-74.17028312089371,4.6381929096367625
661,12,6,6,-74.1241693891997,4.578221261708441
662,4,7,10,-74.08723937139123,4.694957246011644
663,12,3,8,-74.1290971540962,4.621647634901192
664,10,6,8,-74.11755080096694,4.720424362802004
665,10,9,5,-74.09517516455614,4.67222638993047
666,12,6,3,-74.05109026520552,4.769754907722914
667,7,6,1,-74.0650380619082,4.735402291670723
668,12,6,1,-74.20383312966985,4.614506038653444
669,12,3,10,-74.16652669034968,4.586401032813482
670,12,7,7,-74.11020424296485,4.686018824032861
671,12,4,4,-74.10925396011964,4.742301419574555
672,10,5,7,-74.10072957258146,4.682038920140376
673,12,7,2,-74.07035937166984,4.73241046857836
674,11,7,1,-74.14077962106715,4.545455315751368
675,12,5,6,-74.10501297236159,4.753454256371043
676,12,8,4,-74.15140907676741,4.546881317116637
677,9,6,3,-74.06495779932322,4.694402311214053
678,12,7,9,-74.04089744906064,4.798032154451362
679,12,6,3,-74.10933739014534,4.622854112509836
680,6,10,3,-74.1151004392654,4.546376929760819
681,11,1,4,-74.11690953071621,4.693155718915727
682,12,3,10,-74.14832552671461,4.608081027504501
683,8,6,3,-74.12049000458083,4.676370395028943
684,10,1,10,-74.09809232898523,4.583172689612781
685,11,6,10,-74.06631289001757,4.618967246096887
686,12,7,6,-74.15118576736927,4.550517430774115
687,12,7,3,-74.14640700354501,4.655127430378249
688,11,2,10,-74.02191983568335,4.713970252636388
689,12,9,1,-74.09236235150792,4.570765277407457
690,12,6,10,-74.10710182610876,4.593557852762214
691,12,7,8,-74.09909553931563,4.694841001147422
692,12,3,9,-74.11072314773558,4.742244029434747
693,12,1,6,-74.12432682534097,4.652502420420691
694,12,2,4,-74.11954106674762,4.534561843509002
695,12,8,10,-74.06071484799502,4.695097338045354
696,12,5,2,-74.11671006711191,4.545127876242841
697,7,5,1,-74.0825463125046,4.7541195442087085
698,12,6,1,-74.10638727475717,4.790598440614778
699,11,9,3,-74.07119608565668,4.728882916715276
700,12,6,9,-74.12041256055986,4.555570654725836
701,12,6,2,-74.10411032275609,4.682924186892559
702,8,6,6,-74.10090843304059,4.576725601708592
703,12,6,1,-74.10054397357457,4.683068067303356
704,12,7,7,-74.11603415378086,4.619558995838327
705,7,6,8,-74.10329602775049,4.624091439784624
706,12,10,5,-74.13906162636876,4.5985127595923565
707,12,3,4,-74.0924283399728,4.621542096493435
708,12,10,9,-74.05263848299198,4.683448951311952
709,12,1,3,-74.11405406832266,4.753396399741507
710,12,6,4,-74.12293062987732,4.650919222492044
711,12,6,1,-74.0380841195467,4.7289863199994056
712,12,1,10,-74.05646715018496,4.752627488003337
713,12,7,6,-74.08507921058518,4.561685354635196
714,12,6,3,-74.07753168584357,4.572694820782676
715,11,5,4,-74.12681782022752,4.6712412340714575
716,12,10,1,-74.14304571844349,4.615048404653332
717,12,7,4,-74.11583289343719,4.638101113137694
718,12,10,3,-74.04661767496242,4.745353505965366
719,12,9,6,-74.12478384146354,4.6453907895826285
720,12,5,3,-74.11669393025483,4.616437483423348
721,12,7,10,-74.14166889587435,4.607860683928845
722,12,10,10,-74.08009812972378,4.582616165663182
723,12,6,7,-74.04958258825616,4.688047831930562
724,12,6,8,-74.07169666292401,4.715849425134806
725,12,7,9,-74.06649563460898,4.720547754059199
726,12,6,9,-74.11381609372962,4.563265710177737
727,12,6,7,-74.14692497555886,4.629886387864835
728,5,3,10,-74.06690236341008,4.695150595834207
729,12,6,5,-74.12448466544575,4.583775525477652
730,8,6,6,-74.09445109007338,4.63966254417104
731,9,6,3,-74.08517577619344,4.689964890499436
732,12,6,7,-74.09128820161636,4.682485682313001
733,12,6,10,-74.08935851703309,4.59876654353946
734,12,4,1,-74.1917553948858,4.635275122980524
735,11,2,1,-74.14228960821858,4.598822142365538
736,12,3,5,-74.07994408207398,4.6716751137216015
737,12,8,7,-74.0853551312686,4.680565767912873
738,12,5,1,-74.06254498430499,4.672480723037527
739,11,6,10,-74.13735894999178,4.71738938354869
740,12,10,10,-74.13514521639624,4.555954198804951
741,12,3,9,-74.08460369093922,4.629927047743748
742,12,4,3,-74.10012996256083,4.698164985732689
743,12,9,8,-74.11036936720198,4.574232832609516
744,12,3,10,-74.05070893444343,4.73716377498481
745,12,4,9,-74.15291097472857,4.582065261443269
746,12,7,10,-74.12564178179667,4.6487858858367765
747,12,4,3,-74.12114628775545,4.711397929201135
748,12,5,9,-74.14813096250063,4.586256734006415
749,12,2,5,-74.07260413731333,4.655445181921083
750,12,3,10,-74.12000500792233,4.706962547892044
751,12,7,1,-74.04289582755074,4.747143097579881
752,12,5,4,-74.14145911217561,4.580048330610186
753,12,5,5,-74.02799572014835,4.751934826000597
754,12,9,10,-74.07055322236108,4.555310512779865
755,12,8,10,-74.14709257306707,4.63326329397249
756,12,6,5,-74.12711839345441,4.647186755803283
757,12,3,10,-74.11701224020143,4.734729225476277
758,7,10,8,-74.12991427107325,4.587712406868956
759,12,6,10,-74.0649813573476,4.590786176315348
760,12,6,10,-74.13618677825464,4.5846921042594255
761,12,7,5,-74.11773336491834,4.689632618960026
762,7,4,7,-74.08981116450214,4.566657927461395
763,12,6,2,-74.12925869656544,4.579796485170789
764,12,8,2,-74.1818227617323,4.632545123628292
765,12,3,6,-74.06803666325749,4.743271624513984
766,12,2,3,-74.115222818041,4.531256789675031
767,12,8,1,-74.10710375368237,4.651898333348565
768,8,4,5,-74.10188775051078,4.561643517584917
769,8,4,9,-74.11397992494163,4.554747232589059
770,12,4,4,-74.12521241722365,4.639959518486793
771,8,7,10,-74.16633458083297,4.611274909666055
772,9,6,8,-74.09653160818392,4.6263635340433344
773,12,4,4,-74.03299264319695,4.77906988535415
774,11,1,2,-74.10559731349291,4.621978702038433
775,12,7,1,-74.10028681294314,4.60273556673642
776,12,6,3,-74.0934881941301,4.7754167489267365
777,12,4,10,-74.1367054471689,4.637756677739012
778,10,6,10,-74.05659443750757,4.677827001690543
779,8,8,9,-74.1149079638776,4.665268047442943
780,12,1,9,-74.1621628973682,4.639304986254066
781,12,3,7,-74.07346077020979,4.565726242573244
782,12,2,1,-74.10526505477785,4.692132379918064
783,12,7,3,-74.1374679612214,4.604873811570822
784,12,4,10,-74.06929318287636,4.5815070973270124
785,12,5,10,-74.03890921948731,4.700783699455548
786,12,4,7,-74.12370013760582,4.599958632547737
787,12,7,7,-74.09655332058036,4.613407145461056
788,12,2,6,-74.13967243933794,4.544319735738859
789,12,4,4,-74.11038441831475,4.650523430559452
790,12,8,10,-74.04746476967043,4.662358735225907
791,12,5,10,-74.08191639408493,4.739360743070132
792,12,6,10,-74.16029689620393,4.623628758676013
793,12,6,7,-74.07940278089771,4.719883816118641
794,12,10,9,-74.05367248673085,4.712070661692604
795,12,6,6,-74.12675737767837,4.6746449556790655
796,12,8,9,-74.1251751515996,4.703174331321642
797,12,2,5,-74.14022140906212,4.615776753108731
798,12,4,10,-74.08111362904951,4.694130701509903
799,12,2,5,-74.15020877480758,4.69145885589197
800,6,7,10,-74.07256584577905,4.580064589505971
801,12,6,7,-74.0288231723219,4.741961651487939
802,12,1,7,-74.17988541243412,4.634160495993077
803,12,7,2,-74.07663779870362,4.644890696296527
804,12,6,7,-74.1672642466386,4.631607814571936
805,12,6,6,-74.14744084758676,4.5999606723488125
806,12,5,5,-74.077208429684,4.67169537322845
807,12,5,10,-74.04968294225544,4.655790550089251
808,8,3,5,-74.14388630959833,4.628271950298897
809,12,3,9,-74.13461155917769,4.612759635817594
810,12,10,1,-74.07208291737975,4.585007757287973
811,12,7,2,-74.07587938069094,4.567623873487628
812,12,1,1,-74.09642334376079,4.737183008487655
813,12,4,4,-74.11312588396791,4.504863059666794
814,12,5,10,-74.0783390171757,4.668417867803454
815,12,7,1,-74.1324462690947,4.710266458744845
816,12,6,4,-74.0721160860025,4.63199946275724
817,12,5,6,-74.1323961054239,4.585790467705634
818,12,3,3,-74.1411708733035,4.61682417357396
819,12,3,5,-74.11813756119649,4.640055679843063
820,12,4,5,-74.15130703459226,4.614013911659143
821,12,6,1,-74.09552075272869,4.735943316030785
822,12,9,5,-74.10203430137672,4.569676091791897
823,12,2,1,-74.11707558917341,4.736563198019013
824,12,3,7,-74.06422672881732,4.755460034955931
825,11,5,7,-74.12247546570991,4.559962792495489
826,12,5,3,-74.13075176660526,4.616714419153098
827,12,7,6,-74.13071073700999,4.716035917715603
828,12,6,9,-74.11361671345126,4.732537295964916
829,12,10,4,-74.17103122785485,4.652188794219889
830,12,3,4,-74.13903667531962,4.634975096551968
831,12,4,10,-74.12141241891531,4.518447561347791
832,12,9,7,-74.07811729088549,4.682143206578735
833,9,4,8,-74.13094471540396,4.624086466126685
834,11,2,9,-74.12645458021515,4.6554240484526535
835,12,7,7,-74.08822933173843,4.596293984409909
836,12,8,3,-74.16001184067994,4.551465395518245
837,12,7,4,-74.1093268384242,4.678292563202202
838,12,3,2,-74.09691144765502,4.690535915400752
839,12,7,5,-74.09910286050012,4.624393518650977
840,10,6,2,-74.14973929982486,4.578301312841829
841,12,3,3,-74.09639052124191,4.7040363494067305
842,12,6,9,-74.10288668578981,4.678640042948586
843,8,4,6,-74.13273446517022,4.591168840120245
844,12,2,5,-74.0878350652085,4.608427285332094
845,12,10,7,-74.09537184508103,4.67874928454136
846,12,6,6,-74.08812513076484,4.772192626950996
847,12,5,9,-74.12228998136277,4.750138168376436
848,12,4,1,-74.06358946990277,4.766225352614828
849,12,6,10,-74.11465496626094,4.59591217716606
850,12,3,10,-74.02487512916768,4.736413835479854
851,8,4,4,-74.0857520569034,4.729700270207752
852,12,8,3,-74.08271826803893,4.577037708781356
853,12,6,10,-74.11454732601173,4.743073346874834
854,12,6,1,-74.12025493060169,4.71285179497389
855,11,6,3,-74.07950819790047,4.745102786956997
856,12,5,8,-74.093133799497,4.720292726631859
857,12,5,7,-74.1730674552593,4.574141620920392
858,12,5,6,-74.09424043792689,4.598094883847336
859,12,4,6,-74.08501671870182,4.540412637695079
860,12,7,10,-74.08830272675024,4.728282297673505
861,12,3,3,-74.11836911733472,4.553761525119514
862,12,2,5,-74.0796294724484,4.736274624723896
863,12,7,2,-74.06805338499261,4.728247368403006
864,12,8,10,-74.05502136232084,4.729214675028194
865,12,6,5,-74.0600273930719,4.734318235043532
866,10,5,5,-74.09975305144275,4.659316068051872
867,12,6,2,-74.11880670497244,4.588165185612003
868,12,6,10,-74.04946979324804,4.6690584833832185
869,12,9,4,-74.13365466683629,4.641736670375897
870,12,2,9,-74.0503547222533,4.667445498560098
871,11,8,10,-74.08350648459437,4.680346131714288
872,5,4,8,-74.13181540109925,4.560275085865867
873,12,9,10,-74.14852980981934,4.568986275368458
874,12,6,2,-74.11606006383876,4.725397259083175
875,12,4,1,-74.13344753569844,4.631165533087164
876,12,8,7,-74.04033375373051,4.669379149222126
877,12,1,6,-74.09135024276574,4.536007373991351
878,12,2,10,-74.15936799507834,4.584114020366327
879,12,3,6,-74.11031636186426,4.668185669088608
880,12,5,10,-74.03351512896414,4.78991125280166
881,12,4,3,-74.09409774078594,4.629887134826955
882,12,5,5,-74.12444343061915,4.6724930442114845
883,12,8,10,-74.04319095531088,4.690815485024667
884,10,8,8,-74.11355020756416,4.501653128029901
885,12,6,4,-74.0938603389516,4.517029451282035
886,12,9,4,-74.06864725207195,4.6727924909694645
887,12,6,10,-74.16318264386805,4.640963514735115
888,12,7,8,-74.16888320899292,4.567680894482495
889,12,1,3,-74.11562622114225,4.648498407629746
890,10,4,1,-74.12340124008618,4.575052059579036
891,12,4,5,-74.10727279502929,4.672135647547806
892,12,4,1,-74.16171802583122,4.65168497865279
893,12,2,8,-74.08008146501055,4.6442913999729125
894,12,7,2,-74.07782174095907,4.616375415972815
895,12,1,8,-74.14273995608691,4.544992737956186
896,12,2,10,-74.082143363604,4.678272790512854
897,6,6,4,-74.10866218514286,4.5510224252074885
898,12,6,7,-74.09339962100425,4.59949547447648
899,12,1,7,-74.09922987920345,4.596903558030122
900,12,6,4,-74.09562683896175,4.610150936718963
901,12,6,7,-74.0937256013618,4.725733944936761
902,12,9,7,-74.10287169612081,4.712047077538093
903,10,7,6,-74.12585806635951,4.638523463034924
904,10,3,2,-74.08159624567253,4.629238358882389
905,12,6,10,-74.12311954521253,4.639217582809245
906,12,8,7,-74.16841058070085,4.594972481543309
907,12,6,9,-74.1083528380921,4.711084272582138
908,12,6,4,-74.12844172039183,4.66163177442792
909,12,5,6,-74.08184329258827,4.738940351937997
910,12,5,10,-74.1090952987576,4.68710998958353
911,12,7,5,-74.11002308315278,4.739220875612764
912,12,1,10,-74.11474412456782,4.530986051644383
913,8,1,6,-74.05089827997477,4.72469458864438
914,12,1,6,-74.07469519235218,4.737810389404022
915,12,5,4,-74.12508166428161,4.650175037934522
916,12,4,10,-74.18577482898215,4.6437104977422194
917,12,6,2,-74.12578231486279,4.600109924000957
918,8,4,3,-74.11639538308242,4.710808368273192
919,12,8,6,-74.14319857124516,4.574854825217187
920,12,6,10,-74.12207855093459,4.628180155770934
921,12,6,9,-74.07314625752576,4.636035283340296
922,12,1,1,-74.10345444345707,4.693740503301663
923,12,1,10,-74.08404858979534,4.585710806388246
924,12,9,10,-74.132776725568,4.645448614436859
925,12,4,10,-74.11243109474451,4.650877117115548
926,12,4,2,-74.08866717372563,4.700241594690017
927,10,3,6,-74.09943696786821,4.505070461984084
928,12,4,10,-74.09881724791808,4.558164918691407
929,6,9,10,-74.14742126315957,4.586655850834903
930,12,3,7,-74.0872556247638,4.777929228285959
931,12,7,5,-74.1539921843013,4.569930147359821
932,12,4,4,-74.14810410850698,4.61504271975683
933,9,2,8,-74.09582909089926,4.669231900837888
934,12,7,1,-74.14302248336732,4.5949992560731
935,12,10,5,-74.08137044448587,4.722636004799997
936,12,1,10,-74.14464440747275,4.5542890408771886
937,12,4,6,-74.06782167625617,4.749105866846056
938,11,5,10,-74.09818505787312,4.586118930285821
939,12,6,7,-74.1288943977209,4.576158872546498
